0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
MWU|MWU|Ìóññàó|Ìóññàó|Mussau|Mussau|Ìóññàó|Ìóññàó|Mussau|Mussau|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-1.633|-1.633|149.667|149.667
MWV|MWV|||Mundulkiri|Mundulkiri|||Mundulkiri|Mundulkiri|Êàìáîäæà|Êàìáîäæà|5.5166666666667|5.5166666666667|72.866666666667|72.866666666667
MWW|MWW|||Mouscron|Mouscron|||Mouscron|Mouscron|Áåëüãèÿ|Áåëüãèÿ|0|0|0|0
MWY|MWY|||Miranda Downs|Miranda Downs|||Miranda Downs|Miranda Downs|Àâñòðàëèÿ|Àâñòðàëèÿ|-17.328611|-17.328611|141.885556|141.885556
MWZ|MWZ|Ìâàíçà|Ìâàíçà|Mwanza|Mwanza|Ìâàíçà|Ìâàíçà|Mwanza|Mwanza|Òàíçàíèÿ|Òàíçàíèÿ|-2.444486|-2.444486|32.932667|32.932667
MXA|MXA|||Municipal|Municipal|||Manila|Manila|Êîëóìáèÿ|Êîëóìáèÿ|35.894444|35.894444|-90.154569|-90.154569
MXB|MXB|Ìàñàìáà|Ìàñàìáà|Masamba|Masamba|Ìàñàìáà|Ìàñàìáà|Masamba|Masamba|Èíäîíåçèÿ|Èíäîíåçèÿ|-2.558044|-2.558044|120.324383|120.324383
MXC|MXC|||San Juan County|San Juan County|||Monticello|Monticello|ÑØÀ|ÑØÀ|37.937215|37.937215|-109.346505|-109.346505
MXD|MXD|||Marion Downs|Marion Downs|||Marion Downs|Marion Downs|Àâñòðàëèÿ|Àâñòðàëèÿ|-23.363889|-23.363889|139.649722|139.649722
MXE|MXE|||Maxton|Maxton|||Maxton|Maxton|ÑØÀ|ÑØÀ|34.791948|34.791948|-79.365835|-79.365835
MXF|MXF|||Maxwell AFB|Maxwell AFB|||Montgomery|Montgomery|ÑØÀ|ÑØÀ|32.379167|32.379167|-86.362500|-86.362500
MXG|MXG|Ìàðëáîðî|Ìàðëáîðî|Marlborough|Marlborough|Ìàðëáîðî|Ìàðëáîðî|Marlborough|Marlborough|ÑØÀ|ÑØÀ|42.333333333333|42.333333333333|-71.55|-71.55
MXH|MXH|||Moro|Moro|||Moro|Moro|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.363333|-6.363333|143.238056|143.238056
MXI|MXI|||Imelda Romualdez Marcos|Imelda Romualdez Marcos|Ìàòè|Ìàòè|Mati|Mati|Ôèëèïïèíû|Ôèëèïïèíû|6.949367|6.949367|126.272950|126.272950
MXJ|MXJ|Ìèííà|Ìèííà|Minna|Minna|Ìèííà|Ìèííà|Minna|Minna|Íèãåðèÿ|Íèãåðèÿ|9.652172|9.652172|6.462256|6.462256
MXK|MXK|Ìèíäèê|Ìèíäèê|Mindik|Mindik|Ìèíäèê|Ìèíäèê|Mindik|Mindik|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.467|-6.467|147.433|147.433
MXL|MXL|||Mexicali|Mexicali|||Mexicali|Mexicali|Ìåêñèêà|Ìåêñèêà|32.630634|32.630634|-115.241637|-115.241637
MXM|MXM|Ìîðîìáå|Ìîðîìáå|Morombe|Morombe|Ìîðîìáå|Ìîðîìáå|Morombe|Morombe|Ìàäàãàñêàð|Ìàäàãàñêàð|-21.753867|-21.753867|43.375533|43.375533
MXN|MXN|||Morlaix|Morlaix|||Morlaix|Morlaix|Ôðàíöèÿ|Ôðàíöèÿ|48.600747|48.600747|-3.816669|-3.816669
MXO|MXO|||Municipal|Municipal|||Monticello|Monticello|Èòàëèÿ|Èòàëèÿ|42.220363|42.220363|-91.163299|-91.163299
MXP|MXP|||Malpensa|Malpensa|Ìèëàí|Ìèëàí|Milan|Milan|Èòàëèÿ|Èòàëèÿ|45.630606|45.630606|8.728111|8.728111
MXQ|MXQ|Ìèò÷åëë-Ðèâåð|Ìèò÷åëë-Ðèâåð|Mitchell River|Mitchell River|Ìèò÷åëë-Ðèâåð|Ìèò÷åëë-Ðèâåð|Mitchell River|Mitchell River|Àâñòðàëèÿ|Àâñòðàëèÿ|-15.483|-15.483|141.750|141.750
MXR|MXR|Ìèðãîðîä|Ìèðãîðîä|Mirgorod|Mirgorod|Ìèðãîðîä|Ìèðãîðîä|Mirgorod|Mirgorod|Óêðàèíà|Óêðàèíà|49.930556|49.930556|33.641667|33.641667
MXS|MXS|||Maota Savaii Is|Maota Savaii Is|||Maota Savaii Is|Maota Savaii Is|Ñàìîà|Ñàìîà|-13.742222|-13.742222|-172.257778|-172.257778
MXT|MXT|Ìàéíòèðàíî|Ìàéíòèðàíî|Maintirano|Maintirano|Ìàéíòèðàíî|Ìàéíòèðàíî|Maintirano|Maintirano|Ìàäàãàñêàð|Ìàäàãàñêàð|-18.050278|-18.050278|44.033333|44.033333
MXU|MXU|||Mullewa|Mullewa|||Mullewa|Mullewa|Àâñòðàëèÿ|Àâñòðàëèÿ|-28.473889|-28.473889|115.518056|115.518056
MXV|MXV|||Moron|Moron|||Moron|Moron|Ìîíãîëèÿ|Ìîíãîëèÿ|49.663311|49.663311|100.099364|100.099364
MXW|MXW|||Mandalgobi|Mandalgobi|||Mandalgobi|Mandalgobi|Ìîíãîëèÿ|Ìîíãîëèÿ|45.738056|45.738056|106.269167|106.269167
MXX|MXX|Ìîðà|Ìîðà|Mora|Mora|Ìîðà|Ìîðà|Mora|Mora|Øâåöèÿ|Øâåöèÿ|60.957908|60.957908|14.511383|14.511383
MXY|MXY|||Mccarthy|Mccarthy|||Mccarthy|Mccarthy|ÑØÀ|ÑØÀ|61.437061|61.437061|-142.903737|-142.903737
MXZ|MXZ|Ìåéñÿí|Ìåéñÿí|Meixian|Meixian|Ìåéñÿí|Ìåéñÿí|Meixian|Meixian|Êèòàé|Êèòàé|24.269|24.269|116.104|116.104
MYA|MYA|||Moruya|Moruya|||Moruya|Moruya|Àâñòðàëèÿ|Àâñòðàëèÿ|-35.897778|-35.897778|150.144444|150.144444
MYB|MYB|Ìàþìáà|Ìàþìáà|Mayoumba|Mayoumba|Ìàþìáà|Ìàþìáà|Mayoumba|Mayoumba|Ãàáîí|Ãàáîí|-3.460556|-3.460556|10.676667|10.676667
MYC|MYC|Ìàðàêàé|Ìàðàêàé|Maracay|Maracay|Ìàðàêàé|Ìàðàêàé|Maracay|Maracay|Âåíåñóýëà|Âåíåñóýëà|10.183375|10.183375|-67.557319|-67.557319
MYD|MYD|Ìàëèíäè|Ìàëèíäè|Malindi|Malindi|Ìàëèíäè|Ìàëèíäè|Malindi|Malindi|Êåíèÿ|Êåíèÿ|-3.229306|-3.229306|40.101667|40.101667
MYE|MYE|Ìèÿêå-Æèìà|Ìèÿêå-Æèìà|Miyake Jima|Miyake Jima|Ìèÿêå-Æèìà|Ìèÿêå-Æèìà|Miyake Jima|Miyake Jima|ßïîíèÿ|ßïîíèÿ|34.073611|34.073611|139.560278|139.560278
MYF|MYF|||Montgomery Field|Montgomery Field|Ñàí Äèåãî|Ñàí Äèåãî|San Diego|San Diego|ÑØÀ|ÑØÀ|32.815722|32.815722|-117.139583|-117.139583
MYG|MYG|||Mayaguana|Mayaguana|||Mayaguana|Mayaguana|Òåðêñ è Êàéêîñ|Òåðêñ è Êàéêîñ|22.379528|22.379528|-73.013500|-73.013500
MYH|MYH|||Marble Canyon|Marble Canyon|||Marble Canyon|Marble Canyon|ÑØÀ|ÑØÀ|36.816666666667|36.816666666667|-111.65|-111.65
MYI|MYI|||Murray Island|Murray Island|||Murray Island|Murray Island|Àâñòðàëèÿ|Àâñòðàëèÿ|-9.914722|-9.914722|144.054167|144.054167
MYJ|MYJ|Ìàöóÿìà|Ìàöóÿìà|Matsuyama|Matsuyama|Ìàöóÿìà|Ìàöóÿìà|Matsuyama|Matsuyama|ßïîíèÿ|ßïîíèÿ|33.827222|33.827222|132.699722|132.699722
MYK|MYK|||May Creek|May Creek|||May Creek|May Creek|ÑØÀ|ÑØÀ|61.335674|61.335674|-142.686775|-142.686775
MYL|MYL|||Mccall|Mccall|||Mccall|Mccall|ÑØÀ|ÑØÀ|44.888722|44.888722|-116.101750|-116.101750
MYM|MYM|Ìàíêè-Ìàóíòèí|Ìàíêè-Ìàóíòèí|Monkey Mountain|Monkey Mountain|Ìàíêè-Ìàóíòèí|Ìàíêè-Ìàóíòèí|Monkey Mountain|Monkey Mountain|Ãàéàíà|Ãàéàíà|4.600|4.600|-59.633|-59.633
MYN|MYN|Ìàðèá|Ìàðèá|Mareb|Mareb|Ìàðèá|Ìàðèá|Mareb|Mareb|Éåìåí|Éåìåí|15.469167|15.469167|45.326944|45.326944
MYO|MYO|Ìàéðóäà|Ìàéðóäà|Myroodah|Myroodah|Ìàéðóäà|Ìàéðóäà|Myroodah|Myroodah|Àâñòðàëèÿ|Àâñòðàëèÿ|-18.123889|-18.123889|124.270833|124.270833
MYP|MYP|||Mary|Mary|||Mary|Mary|Òóðêìåíèñòàí|Òóðêìåíèñòàí|37.619444|37.619444|61.896667|61.896667
MYQ|MYQ|Ìàéñîð|Ìàéñîð|Mysore|Mysore|Ìàéñîð|Ìàéñîð|Mysore|Mysore|Èíäèÿ|Èíäèÿ|12.307222|12.307222|76.649722|76.649722
MYR|MYR|||Myrtle Beach Afb|Myrtle Beach Afb|Ìèðòë Áè÷|Ìèðòë Áè÷|Myrtle Beach|Myrtle Beach|ÑØÀ|ÑØÀ|33.679750|33.679750|-78.928333|-78.928333
MYS|MYS|Ìîÿëü|Ìîÿëü|Moyale|Moyale|Ìîÿëü|Ìîÿëü|Moyale|Moyale|Êåíèÿ|Êåíèÿ|3.550|3.550|39.033|39.033
MYT|MYT|Ìüèòêüèíà|Ìüèòêüèíà|Myitkyina|Myitkyina|Ìüèòêüèíà|Ìüèòêüèíà|Myitkyina|Myitkyina|Ìüÿíìà|Ìüÿíìà|25.383636|25.383636|97.351919|97.351919
MYU|MYU|||Ellis Field|Ellis Field|||Mekoryuk|Mekoryuk|ÑØÀ|ÑØÀ|60.371420|60.371420|-166.270608|-166.270608
MYV|MYV|||Yuba County|Yuba County|||Marysville|Marysville|ÑØÀ|ÑØÀ|39.097778|39.097778|-121.569833|-121.569833
MYW|MYW|Ìòâàðà|Ìòâàðà|Mtwara|Mtwara|Ìòâàðà|Ìòâàðà|Mtwara|Mtwara|Òàíçàíèÿ|Òàíçàíèÿ|-10.339058|-10.339058|40.181781|40.181781
MYX|MYX|Ìåíüÿìüÿ|Ìåíüÿìüÿ|Menyamya|Menyamya|Ìåíüÿìüÿ|Ìåíüÿìüÿ|Menyamya|Menyamya|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-7.200|-7.200|146.017|146.017
MYY|MYY|Ìèðè|Ìèðè|Miri|Miri|Ìèðè|Ìèðè|Miri|Miri|Ìàëàéçèÿ|Ìàëàéçèÿ|4.322014|4.322014|113.986806|113.986806
MYZ|MYZ|||Monkey Bay|Monkey Bay|||Monkey Bay|Monkey Bay|Ìàëàâè|Ìàëàâè|-14.083611|-14.083611|34.919722|34.919722
MZA|MZA|Ìóçàôôàðíàãàð|Ìóçàôôàðíàãàð|Muzaffarnagar|Muzaffarnagar|Ìóçàôôàðíàãàð|Ìóçàôôàðíàãàð|Muzaffarnagar|Muzaffarnagar|Èíäèÿ|Èíäèÿ|29.483|29.483|77.700|77.700
MZB|MZB|||Mocimboa Praia|Mocimboa Praia|||Mocimboa Praia|Mocimboa Praia|Ìîçàìáèê|Ìîçàìáèê|-11.361789|-11.361789|40.354875|40.354875
MZC|MZC|Ìèöèê|Ìèöèê|Mitzic|Mitzic|Ìèöèê|Ìèöèê|Mitzic|Mitzic|Ãàáîí|Ãàáîí|0.783|0.783|11.550|11.550
MZD|MZD|Ìåíäåñ|Ìåíäåñ|Mendez|Mendez|Ìåíäåñ|Ìåíäåñ|Mendez|Mendez|Ýêâàäîð|Ýêâàäîð|-2.717|-2.717|-78.317|-78.317
MZE|MZE|Ìàíàòè|Ìàíàòè|Manatee|Manatee|Ìàíàòè|Ìàíàòè|Manatee|Manatee|Ãâàòåìàëà|Ãâàòåìàëà|17.250|17.250|-89.133|-89.133
MZF|MZF|||Mzamba(Wild Coast Sun)|Mzamba(Wild Coast Sun)|||Mzamba(Wild Coast Sun)|Mzamba(Wild Coast Sun)|ÞÀÐ|ÞÀÐ|-31.250|-31.250|29.833|29.833
MZG|MZG|Ìàêóíã|Ìàêóíã|Makung|Makung|Ìàêóíã|Ìàêóíã|Makung|Makung|Òàéâàíü|Òàéâàíü|23.568669|23.568669|119.628311|119.628311
MZH|MZH|Ìåðçèôîí|Ìåðçèôîí|Merzifon|Merzifon|Ìåðçèôîí|Ìåðçèôîí|Merzifon|Merzifon|Òóðöèÿ|Òóðöèÿ|40.829375|40.829375|35.521992|35.521992
MZI|MZI|||Mopti|Mopti|||Mopti|Mopti|Ìàëè|Ìàëè|14.512803|14.512803|-4.079561|-4.079561
MZJ|MZJ|||Marana|Marana|||Marana|Marana|ÑØÀ|ÑØÀ|32.509833|32.509833|-111.325333|-111.325333
MZK|MZK|Ìàðàêåè|Ìàðàêåè|Marakei|Marakei|Ìàðàêåè|Ìàðàêåè|Marakei|Marakei|Êèðèáàòè|Êèðèáàòè|2.058611|2.058611|173.271389|173.271389
MZL|MZL|||Santaguida|Santaguida|Ìàíèñàëåñ|Ìàíèñàëåñ|Manizales|Manizales|Êîëóìáèÿ|Êîëóìáèÿ|5.029992|5.029992|-75.465114|-75.465114
MZM|MZM|||Frescaty|Frescaty|Ìåö|Ìåö|Metz|Metz|Ôðàíöèÿ|Ôðàíöèÿ|49.076389|49.076389|6.133889|6.133889
MZN|MZN|Ìèíäæ|Ìèíäæ|Minj|Minj|Ìèíäæ|Ìèíäæ|Minj|Minj|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-5.900|-5.900|144.667|144.667
MZO|MZO|||Sierra Maestra|Sierra Maestra|Ìàíçàíèëëî|Ìàíçàíèëëî|Manzanillo|Manzanillo|Êóáà|Êóáà|20.288172|20.288172|-77.089300|-77.089300
MZP|MZP|Ìîòóýêà|Ìîòóýêà|Motueka|Motueka|Ìîòóýêà|Ìîòóýêà|Motueka|Motueka|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-41.123333|-41.123333|172.988611|172.988611
MZQ|MZQ|Ìêóç|Ìêóç|Mkuze|Mkuze|Ìêóç|Ìêóç|Mkuze|Mkuze|ÞÀÐ|ÞÀÐ|-27.626086|-27.626086|32.044275|32.044275
MZR|MZR|||Mazar-i-sharif|Mazar-i-sharif|||Mazar-i-sharif|Mazar-i-sharif|Àôãàíèñòàí|Àôãàíèñòàí|36.706914|36.706914|67.209678|67.209678
MZS|MZS|Ìîñòèí|Ìîñòèí|Mostyn|Mostyn|Ìîñòèí|Ìîñòèí|Mostyn|Mostyn|Ìàëàéçèÿ|Ìàëàéçèÿ|4.667|4.667|118.183|118.183
MZT|MZT|||Gen Rafael Buelna|Gen Rafael Buelna|Ìàçàòëàí|Ìàçàòëàí|Mazatlan|Mazatlan|Ìåêñèêà|Ìåêñèêà|23.161356|23.161356|-106.266072|-106.266072
MZU|MZU|Ìóçàôôàðïóð|Ìóçàôôàðïóð|Muzaffarpur|Muzaffarpur|Ìóçàôôàðïóð|Ìóçàôôàðïóð|Muzaffarpur|Muzaffarpur|Èíäèÿ|Èíäèÿ|26.119089|26.119089|85.313664|85.313664
MZV|MZV|||Mulu, Sarawak|Mulu, Sarawak|||Mulu, Sarawak|Mulu, Sarawak|Ìàëàéçèÿ|Ìàëàéçèÿ|4.050556|4.050556|114.809167|114.809167
MZW|MZW|||Mechria|Mechria|||Mechria|Mechria|Àëæèð|Àëæèð|33.55|33.55|-0.28333333333333|-0.28333333333333
MZX|MZX|Ìåíà|Ìåíà|Mena|Mena|Ìåíà|Ìåíà|Mena|Mena|Ýôèîïèÿ|Ýôèîïèÿ|6.400|6.400|39.833|39.833
MZY|MZY|Çàëèâ Ìîññåë|Çàëèâ Ìîññåë|Mossel Bay|Mossel Bay|Çàëèâ Ìîññåë|Çàëèâ Ìîññåë|Mossel Bay|Mossel Bay|ÞÀÐ|ÞÀÐ|-34.158611|-34.158611|22.055278|22.055278
MZZ|MZZ|||Marion|Marion|||Marion|Marion|ÑØÀ|ÑØÀ|40.489864|40.489864|-85.679732|-85.679732
NAA|NAA|||Narrabri|Narrabri|||Narrabri|Narrabri|Àâñòðàëèÿ|Àâñòðàëèÿ|-30.319167|-30.319167|149.827222|149.827222
NAB|NAB|Îëáàíè NAS|Îëáàíè NAS|Albany NAS|Albany NAS|Îëáàíè|Îëáàíè|Albany|Albany|ÑØÀ|ÑØÀ|47.85|47.85|55.833333333333|55.833333333333
NAC|NAC|||Naracoorte|Naracoorte|||Naracoorte|Naracoorte|Àâñòðàëèÿ|Àâñòðàëèÿ|-36.985278|-36.985278|140.725000|140.725000
NAD|NAD|Ìàêàíàë|Ìàêàíàë|Macanal|Macanal|Ìàêàíàë|Ìàêàíàë|Macanal|Macanal|Êîëóìáèÿ|Êîëóìáèÿ|2.567|2.567|-67.583|-67.583
NAE|NAE|Íàòèòèíãó|Íàòèòèíãó|Natitingou|Natitingou|Íàòèòèíãó|Íàòèòèíãó|Natitingou|Natitingou|Áåíèí|Áåíèí|10.376944|10.376944|1.360278|1.360278
NAF|NAF|Áàíàèíà|Áàíàèíà|Banaina|Banaina|Áàíàèíà|Áàíàèíà|Banaina|Banaina|Èíäîíåçèÿ|Èíäîíåçèÿ|2.750|2.750|117.050|117.050
NAG|NAG|||Sonegaon|Sonegaon|Íàãïóð|Íàãïóð|Nagpur|Nagpur|Èíäèÿ|Èíäèÿ|21.092192|21.092192|79.047183|79.047183
NAH|NAH|||Naha|Naha|||Naha|Naha|Èíäîíåçèÿ|Èíäîíåçèÿ|3.683214|3.683214|125.528019|125.528019
NAI|NAI|Àííàè|Àííàè|Annai|Annai|Àííàè|Àííàè|Annai|Annai|Ãàéàíà|Ãàéàíà|3.959442|3.959442|-59.124168|-59.124168
NAJ|NAJ|Íàõè÷åâàíü|Íàõè÷åâàíü|Nakhichevan|Nakhichevan|Íàõè÷åâàíü|Íàõè÷åâàíü|Nakhichevan|Nakhichevan|Àçåðáàéäæàí|Àçåðáàéäæàí|39.188806|39.188806|45.458442|45.458442
NAK|NAK|Íàêõîí Ðàò÷àñèìà|Íàêõîí Ðàò÷àñèìà|Nakhon Ratchasima|Nakhon Ratchasima|Íàòõîí Ðàò÷àñèìà|Íàòõîí Ðàò÷àñèìà|Nakhon Ratchasima|Nakhon Ratchasima|Òàèëàíä|Òàèëàíä|14.949497|14.949497|102.312736|102.312736
NAL|NAL|Íàëü÷èê|Íàëü÷èê|Nalchik|Nalchik|Íàëü÷èê|Íàëü÷èê|Nalchik|Nalchik|Ðîññèÿ|Ðîññèÿ|43.512856|43.512856|43.636583|43.636583
NAM|NAM|Íàìëåà|Íàìëåà|Namlea|Namlea|Íàìëåà|Íàìëåà|Namlea|Namlea|Èíäîíåçèÿ|Èíäîíåçèÿ|-3.250|-3.250|127.083|127.083
NAN|NAN|||Nadi International|Nadi International|Ôèäæè-Íàäè|Ôèäæè-Íàäè|Nadi|Nadi|Ôèäæè|Ôèäæè|-17.755392|-17.755392|177.443378|177.443378
NAO|NAO|Íàíü÷îí|Íàíü÷îí|Nanchong|Nanchong|Íàíü÷îí|Íàíü÷îí|Nanchong|Nanchong|Êèòàé|Êèòàé|30.754|30.754|106.062|106.062
NAP|NAP|||Capodichino|Capodichino|||Napoli|Napoli|Èòàëèÿ|Èòàëèÿ|40.886033|40.886033|14.290781|14.290781
NAQ|NAQ|||Qaanaaq|Qaanaaq|||Qaanaaq|Qaanaaq|Ãðåíëàíäèÿ|Ãðåíëàíäèÿ|77.488650|77.488650|-69.388731|-69.388731
NAR|NAR|Íàðå|Íàðå|Nare|Nare|Íàðå|Íàðå|Nare|Nare|Êîëóìáèÿ|Êîëóìáèÿ|6.210019|6.210019|-74.590589|-74.590589
NAS|NAS|||Nassau International|Nassau International|||Nassau|Nassau|Áàãàìñêèå îñòðîâà|Áàãàìñêèå îñòðîâà|25.038958|25.038958|-77.466231|-77.466231
NAT|NAT|||Augusto Severo|Augusto Severo|Íàòàëü|Íàòàëü|Natal|Natal|Áðàçèëèÿ|Áðàçèëèÿ|-5.911417|-5.911417|-35.247717|-35.247717
NAU|NAU|||Napuka Island|Napuka Island|||Napuka Island|Napuka Island|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-14.176783|-14.176783|-141.267264|-141.267264
NAV|NAV|Íåâñåõèð|Íåâñåõèð|Nevsehir|Nevsehir|Íåâñåõèð|Íåâñåõèð|Nevsehir|Nevsehir|Òóðöèÿ|Òóðöèÿ|38.626|38.626|34.717|34.717
NAW|NAW|Íàðàòõèâàò|Íàðàòõèâàò|Narathiwat|Narathiwat|Íàðàòèâàò|Íàðàòèâàò|Narathiwat|Narathiwat|Òàèëàíä|Òàèëàíä|6.519922|6.519922|101.743400|101.743400
NAX|NAX|||Barbers Point|Barbers Point|||Barbers Point|Barbers Point|ÑØÀ|ÑØÀ|21.307354|21.307354|-158.070302|-158.070302
NAY|NAY|||Nanyuan Airport|Nanyuan Airport|Ïåêèí|Ïåêèí|Beijing|Beijing|Êèòàé|Êèòàé|39.779444|39.779444|116.386389|116.386389
NAZ|NAZ|||Nana|Nana|||Star Habour|Star Habour|Ñîëîìîíîâû îñòðîâà|Ñîëîìîíîâû îñòðîâà|-10.783333333333|-10.783333333333|162.3|162.3
NBA|NBA|||Nambaiyufa|Nambaiyufa|||Nambaiyufa|Nambaiyufa|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.233|-6.233|145.233|145.233
NBB|NBB|Áàððàíêîìèíàñ|Áàððàíêîìèíàñ|Barrancominas|Barrancominas|Áàððàíêîìèíàñ|Áàððàíêîìèíàñ|Barrancominas|Barrancominas|Êîëóìáèÿ|Êîëóìáèÿ|3.333|3.333|-70.317|-70.317
NBC|NBC|Íàáåðåæíûå ×åëíû|Íàáåðåæíûå ×åëíû|Naberevnye Chelny|Naberevnye Chelny|Íàáåðåæíûå ×åëíû|Íàáåðåæíûå ×åëíû|Naberevnye Chelny|Naberevnye Chelny|Ðîññèÿ|Ðîññèÿ|55.564686|55.564686|52.092511|52.092511
NBG|NBG|||NAS/Alvin Callendar|NAS/Alvin Callendar|Íîâûé Îðëåàí|Íîâûé Îðëåàí|New Orleans|New Orleans|ÑØÀ|ÑØÀ|29.827215|29.827215|-90.026588|-90.026588
NBH|NBH|Íàìáóêà Õýäñ|Íàìáóêà Õýäñ|Nambucca Heads|Nambucca Heads|Íàìáóêà Õýäñ|Íàìáóêà Õýäñ|Nambucca Heads|Nambucca Heads|Àâñòðàëèÿ|Àâñòðàëèÿ|-30.702778|-30.702778|152.978611|152.978611
NBL|NBL|Ñàí-Áëàñ|Ñàí-Áëàñ|San Blas|San Blas|Ñàí-Áëàñ|Ñàí-Áëàñ|San Blas|San Blas|Ïàíàìà|Ïàíàìà|9.250273|9.250273|-78.118332|-78.118332
NBO|NBO|||Jomo Kenyatta International|Jomo Kenyatta International|Íàéðîáè|Íàéðîáè|Nairobi|Nairobi|Êåíèÿ|Êåíèÿ|-1.319242|-1.319242|36.927775|36.927775
NBP|NBP|||Battery Pk City/N. Cov|Battery Pk City/N. Cov|Íüþ-Éîðê|Íüþ-Éîðê|New York|New York|Êîëóìáèÿ|Êîëóìáèÿ|5.5|5.5|-70.483333333333|-70.483333333333
NBR|NBR|||Nambour|Nambour|||Nambour|Nambour|Àâñòðàëèÿ|Àâñòðàëèÿ|-26.633|-26.633|152.967|152.967
NBU|NBU|||NAS|NAS|||Glenview|Glenview|ÑØÀ|ÑØÀ|42.08333333|42.08333333|-87.81833333|-87.81833333
NBV|NBV|||Cana Brava|Cana Brava|||Cana Brava|Cana Brava|Áðàçèëèÿ|Áðàçèëèÿ|-13.533|-13.533|-48.250|-48.250
NBW|NBW|||Guantanamo NAS|Guantanamo NAS|Ãóàíòàíàìî|Ãóàíòàíàìî|Guantanamo|Guantanamo|Êóáà|Êóáà|19.906458|19.906458|-75.207056|-75.207056
NBX|NBX|Íàáèðå|Íàáèðå|Nabire|Nabire|Íàáèðå|Íàáèðå|Nabire|Nabire|Èíäîíåçèÿ|Èíäîíåçèÿ|-3.368183|-3.368183|135.496406|135.496406
NCA|NCA|Íîðò-Êàéêîñ|Íîðò-Êàéêîñ|North Caicos|North Caicos|Íîðò-Êàéêîñ|Íîðò-Êàéêîñ|North Caicos|North Caicos|Òåðêñ è Êàéêîñ|Òåðêñ è Êàéêîñ|21.917567|21.917567|-71.939572|-71.939572
NCG|NCG|||Nueva Casas Grandes|Nueva Casas Grandes|||Paloma Grande|Paloma Grande|Ìåêñèêà|Ìåêñèêà|30.397439|30.397439|-107.874969|-107.874969
NCH|NCH|Íà÷èíãâåà|Íà÷èíãâåà|Nachingwea|Nachingwea|Íà÷èíãâåà|Íà÷èíãâåà|Nachingwea|Nachingwea|Òàíçàíèÿ|Òàíçàíèÿ|-10.357500|-10.357500|38.779167|38.779167
NCI|NCI|Íåêîêëè|Íåêîêëè|Necocli|Necocli|Íåêîêëè|Íåêîêëè|Necocli|Necocli|Êîëóìáèÿ|Êîëóìáèÿ|8.450000|8.450000|-76.783333|-76.783333
NCL|NCL|||Newcastle Airport|Newcastle Airport|Íüþêàñë|Íüþêàñë|Newcastle|Newcastle|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|55.037500|55.037500|-1.691667|-1.691667
NCN|NCN|||New Chenega|New Chenega|||New Chenega|New Chenega|ÑØÀ|ÑØÀ|60.077306|60.077306|-147.991889|-147.991889
NCO|NCO|||NAS|NAS|||Quonset Point|Quonset Point|ÑØÀ|ÑØÀ|41.599546|41.599546|-71.416722|-71.416722
NCP|NCP|||Cubi Pt NAS|Cubi Pt NAS|||Luzon Is|Luzon Is|Ôèëèïïèíû|Ôèëèïïèíû|16.000|16.000|121.000|121.000
NCQ|NCQ|||Atlanta Nas|Atlanta Nas|||Marietta, GA|Marietta, GA|ÑØÀ|ÑØÀ|34.351111111111|34.351111111111|-84.287222222222|-84.287222222222
NCR|NCR|Ñàí Êàðëîñ|Ñàí Êàðëîñ|San Carlos|San Carlos|Ñàí Êàðëîñ|Ñàí Êàðëîñ|San Carlos|San Carlos|Íèêàðàãóà|Íèêàðàãóà|11.766666666667|11.766666666667|-86.1|-86.1
NCS|NCS|Íüþêàñë|Íüþêàñë|Newcastle|Newcastle|Íüþêàñë|Íüþêàñë|Newcastle|Newcastle|ÞÀÐ|ÞÀÐ|-27.770586|-27.770586|29.976894|29.976894
NCT|NCT|Ãóàíàêàñòå|Ãóàíàêàñòå|Guanacaste|Guanacaste|Íèêîÿ|Íèêîÿ|Nicoya|Nicoya|Êîñòà-Ðèêà|Êîñòà-Ðèêà|10.139444|10.139444|-85.445833|-85.445833
NCU|NCU|Íóêóñ|Íóêóñ|Nukus|Nukus|Íóêóñ|Íóêóñ|Nukus|Nukus|Óçáåêèñòàí|Óçáåêèñòàí|42.488411|42.488411|59.623256|59.623256
NCY|NCY|||Annecy-Meythe|Annecy-Meythe|Àííåñè|Àííåñè|Annecy|Annecy|Ôðàíöèÿ|Ôðàíöèÿ|45.930775|45.930775|6.106289|6.106289
