0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
MRI|MRI|||Merrill Field|Merrill Field|Àíêîðàæ|Àíêîðàæ|Anchorage|Anchorage|ÑØÀ|ÑØÀ|61.213545|61.213545|-149.844446|-149.844446
MRJ|MRJ|Ìàðêàëà|Ìàðêàëà|Marcala|Marcala|Ìàðêàëà|Ìàðêàëà|Marcala|Marcala|Ãîíäóðàñ|Ãîíäóðàñ|14.150|14.150|-88.033|-88.033
MRK|MRK|Ìàðêî Àéëåíä|Ìàðêî Àéëåíä|Marco Island|Marco Island|Ìàðêî Àéëåíä|Ìàðêî Àéëåíä|Marco Island|Marco Island|ÑØÀ|ÑØÀ|25.995028|25.995028|-81.672528|-81.672528
MRL|MRL|Ìàéíåðç-Ëåéê|Ìàéíåðç-Ëåéê|Miners Lake|Miners Lake|Ìàéíåðç-Ëåéê|Ìàéíåðç-Ëåéê|Miners Lake|Miners Lake|Àâñòðàëèÿ|Àâñòðàëèÿ|-20.067|-20.067|145.583|145.583
MRM|MRM|Ìàíàðå|Ìàíàðå|Manare|Manare|Ìàíàðå|Ìàíàðå|Manare|Manare|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-9.200|-9.200|147.617|147.617
MRN|MRN|||Lenoir|Lenoir|||Morganton|Morganton|ÑØÀ|ÑØÀ|35.820234|35.820234|-81.611412|-81.611412
MRO|MRO|Ìàñòåðòîí|Ìàñòåðòîí|Masterton|Masterton|Ìàñòåðòîí|Ìàñòåðòîí|Masterton|Masterton|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-40.973333|-40.973333|175.633611|175.633611
MRP|MRP|||Marla|Marla|||Marla|Marla|Àâñòðàëèÿ|Àâñòðàëèÿ|-27.334|-27.334|133.628|133.628
MRQ|MRQ|Ìàðèíäþê|Ìàðèíäþê|Marinduque|Marinduque|Ìàðèíäþê|Ìàðèíäþê|Marinduque|Marinduque|Ôèëèïïèíû|Ôèëèïïèíû|13.360967|13.360967|121.825583|121.825583
MRR|MRR|||Macara|Macara|||Macara|Macara|Ýêâàäîð|Ýêâàäîð|-4.378231|-4.378231|-79.941022|-79.941022
MRS|MRS|||Marseille Provence Airport|Marseille Provence Airport|Ìàðñåëü|Ìàðñåëü|Marseille|Marseille|Ôðàíöèÿ|Ôðàíöèÿ|43.436667|43.436667|5.215000|5.215000
MRT|MRT|||Moroak|Moroak|||Moroak|Moroak|Àâñòðàëèÿ|Àâñòðàëèÿ|-14.817|-14.817|133.700|133.700
MRU|MRU|||Sir Seewoosagur Ramgoolam Int|Sir Seewoosagur Ramgoolam Int|||Plaisance|Plaisance|Ìàâðèêèé|Ìàâðèêèé|-20.430235|-20.430235|57.683600|57.683600
MRV|MRV|Ìèíåðàëüíûå Âîäû|Ìèíåðàëüíûå Âîäû|Mineralnye Vodyj|Mineralnye Vodyj|Ìèíåðàëüíûå Âîäû|Ìèíåðàëüíûå Âîäû|Mineralnye Vody|Mineralnye Vody|Ðîññèÿ|Ðîññèÿ|44.225072|44.225072|43.081889|43.081889
MRW|MRW|||Maribo|Maribo|||Maribo|Maribo|Äàíèÿ|Äàíèÿ|54.699344|54.699344|11.440117|11.440117
MRX|MRX|||Mahshahr|Mahshahr|||Bandar Mahshahr|Bandar Mahshahr|Èðàí|Èðàí|30.556192|30.556192|49.151879|49.151879
MRY|MRY|||Monterey Peninsula|Monterey Peninsula|Ìîíòåðåé|Ìîíòåðåé|Monterey|Monterey|ÑØÀ|ÑØÀ|36.587000|36.587000|-121.842944|-121.842944
MRZ|MRZ|Ìîðè|Ìîðè|Moree|Moree|Ìîðè|Ìîðè|Moree|Moree|Àâñòðàëèÿ|Àâñòðàëèÿ|-29.498889|-29.498889|149.844722|149.844722
MSA|MSA|||Muskrat Dam|Muskrat Dam|||Muskrat Dam|Muskrat Dam|Êàíàäà|Êàíàäà|53.441111|53.441111|-91.763056|-91.763056
MSB|MSB|||Marigot SPB|Marigot SPB|||St Martin|St Martin|Íèäåðëàíäû|Íèäåðëàíäû|18.033|18.033|-63.100|-63.100
MSC|MSC|||Falcon Field|Falcon Field|Ìåñà|Ìåñà|Mesa|Mesa|ÑØÀ|ÑØÀ|33.460833|33.460833|-111.728333|-111.728333
MSD|MSD|||Mt Pleasant|Mt Pleasant|||Mt Pleasant|Mt Pleasant|ÑØÀ|ÑØÀ|39.526543|39.526543|-111.476087|-111.476087
MSE|MSE|||Kent International|Kent International|||Manston|Manston|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|51.342222|51.342222|1.346111|1.346111
MSF|MSF|||Mount Swan|Mount Swan|||Mount Swan|Mount Swan|Àâñòðàëèÿ|Àâñòðàëèÿ|-22.584722|-22.584722|135.031389|135.031389
MSG|MSG|Ìàòñàéëå|Ìàòñàéëå|Matsaile|Matsaile|Ìàòñàéëå|Ìàòñàéëå|Matsaile|Matsaile|Ëåñîòî|Ëåñîòî|-29.813611|-29.813611|28.809167|28.809167
MSH|MSH|Ìàñèðàõ|Ìàñèðàõ|Masirah|Masirah|Ìàñèðàõ|Ìàñèðàõ|Masirah|Masirah|Îìàí|Îìàí|20.675434|20.675434|58.890467|58.890467
MSI|MSI|Ìàñàëåìáî|Ìàñàëåìáî|Masalembo|Masalembo|Ìàñàëåìáî|Ìàñàëåìáî|Masalembo|Masalembo|Ôèëèïïèíû|Ôèëèïïèíû|14.966666666667|14.966666666667|120.66666666667|120.66666666667
MSJ|MSJ|Ìèñàâà|Ìèñàâà|Misawa|Misawa|Ìèñàâà|Ìèñàâà|Misawa|Misawa|ßïîíèÿ|ßïîíèÿ|40.703222|40.703222|141.368364|141.368364
MSK|MSK|Ìàñòèê-Ïîéíò|Ìàñòèê-Ïîéíò|Mastic Point|Mastic Point|Ìàñòèê-Ïîéíò|Ìàñòèê-Ïîéíò|Mastic Point|Mastic Point|Ãðåöèÿ|Ãðåöèÿ|36.850833333333|36.850833333333|27.076111111111|27.076111111111
MSL|MSL|Øåôôèëä|Øåôôèëä|Sheffield|Sheffield|Øåôôèëä|Øåôôèëä|Sheffield|Sheffield|ÑØÀ|ÑØÀ|34.745306|34.745306|-87.610222|-87.610222
MSM|MSM|Ìàñè-Ìàíèìáà|Ìàñè-Ìàíèìáà|Masi Manimba|Masi Manimba|Ìàñè-Ìàíèìáà|Ìàñè-Ìàíèìáà|Masi Manimba|Masi Manimba|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|Äåìîêðàòè÷åñêàÿ ðåñïóáëèêà Êîíãî|-4.783|-4.783|17.850|17.850
MSN|MSN|||Dane County Regional|Dane County Regional|||Madison|Madison|ÑØÀ|ÑØÀ|43.139858|43.139858|-89.337514|-89.337514
MSO|MSO|||Missoula International|Missoula International|||Missoula|Missoula|ÑØÀ|ÑØÀ|46.916306|46.916306|-114.090556|-114.090556
MSP|MSP|||Minneapolis - St. Paul Intl|Minneapolis - St. Paul Intl|Ìèííåàïîëèñ|Ìèííåàïîëèñ|Minneapolis|Minneapolis|ÑØÀ|ÑØÀ|44.881957|44.881957|-93.221766|-93.221766
MSQ|MSQ|Íàöèîíàëüíûé àýðîïîðò Ìèíñê|Íàöèîíàëüíûé àýðîïîðò Ìèíñê|Minsk International 2|Minsk International 2|Ìèíñê|Ìèíñê|Minsk|Minsk|Áåëàðóñü|Áåëàðóñü|53.882469|53.882469|28.030731|28.030731
MSR|MSR|Ìóø|Ìóø|Mus|Mus|Ìóø|Ìóø|Mus|Mus|Òóðöèÿ|Òóðöèÿ|38.747769|38.747769|41.661236|41.661236
MSS|MSS|||Richards Field|Richards Field|||Massena|Massena|ÑØÀ|ÑØÀ|44.935833|44.935833|-74.845556|-74.845556
MST|MST|||Maastricht/aachen|Maastricht/aachen|Ìààñòðèõò|Ìààñòðèõò|Maastricht|Maastricht|Íèäåðëàíäû|Íèäåðëàíäû|50.911658|50.911658|5.770144|5.770144
MSU|MSU|||Moshoeshoe Intl|Moshoeshoe Intl|||Maseru|Maseru|Ëåñîòî|Ëåñîòî|-29.462256|-29.462256|27.552503|27.552503
MSV|MSV|||Sullivan County Intl|Sullivan County Intl|||Monticello|Monticello|ÑØÀ|ÑØÀ|41.701639|41.701639|-74.795028|-74.795028
MSW|MSW|||Massawa International|Massawa International|Ìàññàâà|Ìàññàâà|Massawa|Massawa|Ýðèòðåÿ|Ýðèòðåÿ|15.669989|15.669989|39.370103|39.370103
MSX|MSX|||Mossendjo|Mossendjo|||Mossendjo|Mossendjo|Êîíãî|Êîíãî|-2.950|-2.950|12.700|12.700
MSZ|MSZ|||Namibe|Namibe|||Namibe|Namibe|Àíãîëà|Àíãîëà|-15.261222|-15.261222|12.146756|12.146756
MTA|MTA|Ìàòàìàòà|Ìàòàìàòà|Matamata|Matamata|Ìàòàìàòà|Ìàòàìàòà|Matamata|Matamata|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-37.734444|-37.734444|175.741944|175.741944
MTB|MTB|Ìîíòå-Ëèáàíî|Ìîíòå-Ëèáàíî|Monte Libano|Monte Libano|Ìîíòå-Ëèáàíî|Ìîíòå-Ëèáàíî|Monte Libano|Monte Libano|Êîëóìáèÿ|Êîëóìáèÿ|7.971739|7.971739|-75.432519|-75.432519
MTC|MTC|||Selfridge ANGB|Selfridge ANGB|||Mt Clemens|Mt Clemens|ÑØÀ|ÑØÀ|19.865278|19.865278|-71.645000|-71.645000
MTD|MTD|||Mt Sandford|Mt Sandford|||Mt Sandford|Mt Sandford|Àâñòðàëèÿ|Àâñòðàëèÿ|-16.978333|-16.978333|130.554722|130.554722
MTE|MTE|||Monte Alegre|Monte Alegre|||Monte Alegre|Monte Alegre|Áðàçèëèÿ|Áðàçèëèÿ|-1.995800|-1.995800|-54.074203|-54.074203
MTF|MTF|Ìèçàí-Òåôåðè|Ìèçàí-Òåôåðè|Mizan Teferi|Mizan Teferi|Ìèçàí-Òåôåðè|Ìèçàí-Òåôåðè|Mizan Teferi|Mizan Teferi|Ýôèîïèÿ|Ýôèîïèÿ|6.967|6.967|35.533|35.533
MTG|MTG|||Mato Grosso|Mato Grosso|||Mato Grosso|Mato Grosso|Áðàçèëèÿ|Áðàçèëèÿ|-15.017|-15.017|-60.017|-60.017
MTH|MTH|||Marathon Flight Strip|Marathon Flight Strip|Ìàðàôîí|Ìàðàôîí|Marathon|Marathon|Êàíàäà|Êàíàäà|24.726194|24.726194|-81.051361|-81.051361
MTI|MTI|Ìîñòåéðîñ|Ìîñòåéðîñ|Mosteiros|Mosteiros|Ìîñòåéðîñ|Ìîñòåéðîñ|Mosteiros|Mosteiros|Êàáî-Âåðäå|Êàáî-Âåðäå|15.045000|15.045000|-24.339167|-24.339167
MTJ|MTJ|||Montrose Regional Airport|Montrose Regional Airport|||Montrose|Montrose|ÑØÀ|ÑØÀ|38.509796|38.509796|-107.894243|-107.894243
MTK|MTK|||Makin Island|Makin Island|||Makin Island|Makin Island|Êèðèáàòè|Êèðèáàòè|3.374444|3.374444|172.992222|172.992222
MTL|MTL|Ìåéòëåíä|Ìåéòëåíä|Maitland|Maitland|Ìåéòëåíä|Ìåéòëåíä|Maitland|Maitland|Àâñòðàëèÿ|Àâñòðàëèÿ|-32.703333|-32.703333|151.488333|151.488333
MTM|MTM|||SPB|SPB|||Metlakatla|Metlakatla|ÑØÀ|ÑØÀ|55.131045|55.131045|-131.578068|-131.578068
MTN|MTN|||Glenn L Martin|Glenn L Martin|Áàëòèìîð|Áàëòèìîð|Baltimore|Baltimore|ÑØÀ|ÑØÀ|39.325667|39.325667|-76.413778|-76.413778
MTO|MTO|||Coles County Memorial|Coles County Memorial|||Mattoon|Mattoon|ÑØÀ|ÑØÀ|39.477937|39.477937|-88.279238|-88.279238
MTP|MTP|||Montauk Airport|Montauk Airport|||Montauk|Montauk|ÑØÀ|ÑØÀ|41.076457|41.076457|-71.920769|-71.920769
MTQ|MTQ|Ìèò÷åëë|Ìèò÷åëë|Mitchell|Mitchell|Ìèò÷åëë|Ìèò÷åëë|Mitchell|Mitchell|Àâñòðàëèÿ|Àâñòðàëèÿ|-26.483333|-26.483333|147.936667|147.936667
MTR|MTR|||S. Jeronimo|S. Jeronimo|Ìîíòåðèà|Ìîíòåðèà|Monteria|Monteria|Êîëóìáèÿ|Êîëóìáèÿ|8.823678|8.823678|-75.825944|-75.825944
MTS|MTS|||Matsapha Intl|Matsapha Intl|||Manzini|Manzini|Ñâàçèëåíä|Ñâàçèëåíä|-26.529022|-26.529022|31.307519|31.307519
MTT|MTT|Ìèíàòèòëàí|Ìèíàòèòëàí|Minatitlan|Minatitlan|Ìèíàòèòëàí|Ìèíàòèòëàí|Minatitlan|Minatitlan|Ìåêñèêà|Ìåêñèêà|18.103419|18.103419|-94.580681|-94.580681
MTU|MTU|Ìîíòåïóýñ|Ìîíòåïóýñ|Montepuez|Montepuez|Ìîíòåïóýñ|Ìîíòåïóýñ|Montepuez|Montepuez|Ìîçàìáèê|Ìîçàìáèê|-13.121944|-13.121944|39.052778|39.052778
MTV|MTV|Ìîòà-Ëàâà|Ìîòà-Ëàâà|Mota Lava|Mota Lava|Ìîòà-Ëàâà|Ìîòà-Ëàâà|Mota Lava|Mota Lava|Âàíóàòó|Âàíóàòó|-13.666|-13.666|167.712|167.712
MTW|MTW|||Municipal|Municipal|||Manitowoc|Manitowoc|ÑØÀ|ÑØÀ|44.128778|44.128778|-87.680583|-87.680583
MTX|MTX|||Metro Field|Metro Field|||Fairbanks|Fairbanks|ÑØÀ|ÑØÀ|64.806790|64.806790|-147.762421|-147.762421
MTY|MTY|||Gen Mariano Escobedo|Gen Mariano Escobedo|Ìîíòåððåé|Ìîíòåððåé|Monterrey|Monterrey|Ìåêñèêà|Ìåêñèêà|25.778489|25.778489|-100.106878|-100.106878
MTZ|MTZ|Ìàñàäà|Ìàñàäà|Masada|Masada|Ìàñàäà|Ìàñàäà|Masada|Masada|Èçðàèëü|Èçðàèëü|31.328169|31.328169|35.388608|35.388608
MUA|MUA|||Munda|Munda|||Munda|Munda|Ñîëîìîíîâû îñòðîâà|Ñîëîìîíîâû îñòðîâà|-8.327968|-8.327968|157.263092|157.263092
MUB|MUB|Ìîí|Ìîí|Maun|Maun|Ìîí|Ìîí|Maun|Maun|Áîòñâàíà|Áîòñâàíà|-19.972564|-19.972564|23.431086|23.431086
MUC|MUC|||Franz Josef Strauss|Franz Josef Strauss|Ìþíõåí|Ìþíõåí|Munich|Munich|Ãåðìàíèÿ|Ãåðìàíèÿ|48.353783|48.353783|11.786086|11.786086
MUD|MUD|||Mueda|Mueda|||Mueda|Mueda|Ìîçàìáèê|Ìîçàìáèê|-11.672922|-11.672922|39.563142|39.563142
MUE|MUE|||Kamuela|Kamuela|||Kamuela|Kamuela|ÑØÀ|ÑØÀ|20.001327|20.001327|-155.668107|-155.668107
MUF|MUF|Ìóòèíã|Ìóòèíã|Muting|Muting|Ìóòèíã|Ìóòèíã|Muting|Muting|Èíäîíåçèÿ|Èíäîíåçèÿ|-7.300|-7.300|140.550|140.550
MUG|MUG|Ìóëåæ|Ìóëåæ|Mulege|Mulege|Ìóëåæ|Ìóëåæ|Mulege|Mulege|Ìåêñèêà|Ìåêñèêà|26.906667|26.906667|-111.968061|-111.968061
MUH|MUH|||Mersa Matruh|Mersa Matruh|||Mersa Matruh|Mersa Matruh|Åãèïåò|Åãèïåò|31.325356|31.325356|27.221689|27.221689
MUI|MUI|||Muir AAF|Muir AAF|||Fort Indiantown|Fort Indiantown|Ãàèòè|Ãàèòè|40.434833|40.434833|-76.569333|-76.569333
MUJ|MUJ|Ìóè|Ìóè|Mui|Mui|Ìóè|Ìóè|Mui|Mui|Ýôèîïèÿ|Ýôèîïèÿ|5.817|5.817|35.800|35.800
MUK|MUK|||Mauke Island|Mauke Island|||Mauke Island|Mauke Island|Îñòðîâà Êóêà|Îñòðîâà Êóêà|-20.136111|-20.136111|-157.345278|-157.345278
MUL|MUL|||Spence|Spence|||Moultrie|Moultrie|ÑØÀ|ÑØÀ|31.137687|31.137687|-83.704060|-83.704060
MUM|MUM|Ìóìèàñ|Ìóìèàñ|Mumias|Mumias|Ìóìèàñ|Ìóìèàñ|Mumias|Mumias|Êåíèÿ|Êåíèÿ|0.333|0.333|34.483|34.483
MUN|MUN|||Quiriquire|Quiriquire|Ìàòóðèí|Ìàòóðèí|Maturin|Maturin|Âåíåñóýëà|Âåíåñóýëà|9.749067|9.749067|-63.153400|-63.153400
MUO|MUO|||AFB|AFB|||Mountain Home|Mountain Home|ÑØÀ|ÑØÀ|43.043599|43.043599|-115.872426|-115.872426
MUP|MUP|||Mulga Park|Mulga Park|||Mulga Park|Mulga Park|Àâñòðàëèÿ|Àâñòðàëèÿ|-25.859722|-25.859722|131.649722|131.649722
MUQ|MUQ|||Muccan|Muccan|||Muccan|Muccan|Àâñòðàëèÿ|Àâñòðàëèÿ|-20.658889|-20.658889|120.066667|120.066667
MUR|MUR|||Marudi|Marudi|||Marudi|Marudi|Ìàëàéçèÿ|Ìàëàéçèÿ|4.177500|4.177500|114.321944|114.321944
MUS|MUS|||Marcus Island|Marcus Island|||Marcus Island|Marcus Island|ßïîíèÿ|ßïîíèÿ|24.289722222222|24.289722222222|153.97916666667|153.97916666667
MUT|MUT|||Muscatine|Muscatine|||Muscatine|Muscatine|ÑØÀ|ÑØÀ|41.367778|41.367778|-91.148222|-91.148222
MUU|MUU|||Mount Union|Mount Union|||Mount Union|Mount Union|ÑØÀ|ÑØÀ|40.317|40.317|-77.867|-77.867
MUV|MUV|||Mustin Alf|Mustin Alf|Ôèëàäåëüôèÿ|Ôèëàäåëüôèÿ|Philadelphia|Philadelphia|Åãèïåò|Åãèïåò|29.483333333333|29.483333333333|31.066666666667|31.066666666667
MUW|MUW|Ìàñêàðà|Ìàñêàðà|Mascara|Mascara|Ìàñêàðà|Ìàñêàðà|Mascara|Mascara|Àëæèð|Àëæèð|35.216944|35.216944|0.148333|0.148333
MUX|MUX|Ìóëòàí|Ìóëòàí|Multan|Multan|Ìóëòàí|Ìóëòàí|Multan|Multan|Ïàêèñòàí|Ïàêèñòàí|30.203222|30.203222|71.419111|71.419111
MUY|MUY|Ìóéîíäçè|Ìóéîíäçè|Mouyondzi|Mouyondzi|Ìóéîíäçè|Ìóéîíäçè|Mouyondzi|Mouyondzi|Êîíãî|Êîíãî|-4.014722|-4.014722|13.966389|13.966389
MUZ|MUZ|Ìóñîìà|Ìóñîìà|Musoma|Musoma|Ìóñîìà|Ìóñîìà|Musoma|Musoma|Òàíçàíèÿ|Òàíçàíèÿ|-1.502500|-1.502500|33.801944|33.801944
MVA|MVA|||Reykiahlid|Reykiahlid|Ìèâàòí|Ìèâàòí|Myvatn|Myvatn|Èñëàíäèÿ|Èñëàíäèÿ|65.655833|65.655833|-16.918056|-16.918056
MVB|MVB|||Franceville/Mvengue|Franceville/Mvengue|||Franceville|Franceville|Ãàáîí|Ãàáîí|-1.656156|-1.656156|13.438036|13.438036
MVC|MVC|||Monroe - Walton County|Monroe - Walton County|||Monroeville|Monroeville|×àä|×àä|31.458056|31.458056|-87.351028|-87.351028
MVD|MVD|||Carrasco International|Carrasco International|Ìîíòåâèäåî|Ìîíòåâèäåî|Montevideo|Montevideo|Óðóãâàé|Óðóãâàé|-34.838417|-34.838417|-56.030806|-56.030806
MVE|MVE|||Montevideo-Chippewa|Montevideo-Chippewa|||Montevideo, MN|Montevideo, MN|ÑØÀ|ÑØÀ|44.969056|44.969056|-95.710250|-95.710250
MVF|MVF|||Dixsept Rosado|Dixsept Rosado|||Mossoro|Mossoro|Áðàçèëèÿ|Áðàçèëèÿ|-5.201919|-5.201919|-37.364347|-37.364347
MVG|MVG|Ìåâàí|Ìåâàí|Mevang|Mevang|Ìåâàí|Ìåâàí|Mevang|Mevang|Ãàáîí|Ãàáîí|0.083|0.083|11.083|11.083
MVH|MVH|||Macksville|Macksville|||Macksville|Macksville|Àâñòðàëèÿ|Àâñòðàëèÿ|-30.717|-30.717|152.917|152.917
MVI|MVI|Ìàíåòàé|Ìàíåòàé|Manetai|Manetai|Ìàíåòàé|Ìàíåòàé|Manetai|Manetai|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.117|-6.117|155.400|155.400
MVJ|MVJ|||Marlboro|Marlboro|Ìàíäåâèëëü|Ìàíäåâèëëü|Mandeville|Mandeville|ßìàéêà|ßìàéêà|18.017|18.017|-77.483|-77.483
MVK|MVK|||Mulka|Mulka|||Mulka|Mulka|Àâñòðàëèÿ|Àâñòðàëèÿ|-28.347778|-28.347778|138.650000|138.650000
MVL|MVL|||Morrisville-Stowe|Morrisville-Stowe|Ñòîóâ|Ñòîóâ|Stowe|Stowe|ÑØÀ|ÑØÀ|44.534608|44.534608|-72.614004|-72.614004
MVM|MVM|Ìîíüþìåíò Âýëëè|Ìîíüþìåíò Âýëëè|Monument Valley|Monument Valley|||Kayenta, AZ|Kayenta, AZ|ÑØÀ|ÑØÀ|36.714917|36.714917|-110.231972|-110.231972
MVN|MVN|||Mt Vernon-Outland|Mt Vernon-Outland|||Mt Vernon|Mt Vernon|ÑØÀ|ÑØÀ|38.323361|38.323361|-88.858500|-88.858500
MVO|MVO|Ìîíãî|Ìîíãî|Mongo|Mongo|Ìîíãî|Ìîíãî|Mongo|Mongo|×àä|×àä|12.167|12.167|18.675|18.675
MVP|MVP|Ìèòó|Ìèòó|Mitu|Mitu|Ìèòó|Ìèòó|Mitu|Mitu|Êîëóìáèÿ|Êîëóìáèÿ|1.253531|1.253531|-70.234069|-70.234069
MVQ|MVQ|Ìîãèëåâ|Ìîãèëåâ|Mogilev|Mogilev|Ìîãèëåâ|Ìîãèëåâ|Mogilev|Mogilev|Áåëàðóñü|Áåëàðóñü|53.954861|53.954861|30.095089|30.095089
MVR|MVR|||Salam|Salam|||Maroua|Maroua|Êàìåðóí|Êàìåðóí|10.451392|10.451392|14.257361|14.257361
MVS|MVS|||Aeroporto Max Feffer|Aeroporto Max Feffer|||Mucuri|Mucuri|Áðàçèëèÿ|Áðàçèëèÿ|-18.048878|-18.048878|-39.864169|-39.864169
MVT|MVT|Ìàòàéâà|Ìàòàéâà|Mataiva|Mataiva|Ìàòàéâà|Ìàòàéâà|Mataiva|Mataiva|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-14.869444|-14.869444|-148.713333|-148.713333
MVU|MVU|||Musgrave|Musgrave|||Musgrave|Musgrave|Àâñòðàëèÿ|Àâñòðàëèÿ|-14.775556|-14.775556|143.504722|143.504722
MVV|MVV|Ìåãåâ|Ìåãåâ|Megeve|Megeve|Ìåæåâ|Ìåæåâ|Megeve|Megeve|Ôðàíöèÿ|Ôðàíöèÿ|45.820833|45.820833|6.652222|6.652222
MVW|MVW|||Skagit Regional|Skagit Regional|||Mount Vernon|Mount Vernon|ÑØÀ|ÑØÀ|48.470889|48.470889|-122.420861|-122.420861
MVX|MVX|Ìèíâóë|Ìèíâóë|Minvoul|Minvoul|Ìèíâóë|Ìèíâóë|Minvoul|Minvoul|Ãàáîí|Ãàáîí|2.150|2.150|12.117|12.117
MVZ|MVZ|Ìàñâèíãî|Ìàñâèíãî|Masvingo|Masvingo|Ìàñâèíãî|Ìàñâèíãî|Masvingo|Masvingo|Çèìáàáâå|Çèìáàáâå|-20.055333|-20.055333|30.859111|30.859111
MWA|MWA|||Williamson County|Williamson County|||Marion|Marion|ÑØÀ|ÑØÀ|37.754972|37.754972|-89.011083|-89.011083
MWB|MWB|||Morawa|Morawa|||Morawa|Morawa|Àâñòðàëèÿ|Àâñòðàëèÿ|-29.202500|-29.202500|116.021667|116.021667
MWC|MWC|||Lawrence J Timmerman|Lawrence J Timmerman|Ìèëóîêè|Ìèëóîêè|Milwaukee|Milwaukee|ÑØÀ|ÑØÀ|43.110389|43.110389|-88.034417|-88.034417
MWD|MWD|Ìüàíâàëè|Ìüàíâàëè|Mianwali|Mianwali|Ìüàíâàëè|Ìüàíâàëè|Mianwali|Mianwali|Ïàêèñòàí|Ïàêèñòàí|32.563088|32.563088|71.570681|71.570681
MWE|MWE|Ìåðîâå|Ìåðîâå|Merowe|Merowe|Ìåðîâå|Ìåðîâå|Merowe|Merowe|Ñóäàí|Ñóäàí|18.455278|18.455278|31.818611|31.818611
MWF|MWF|Ìåâî|Ìåâî|Maewo|Maewo|Ìåâî|Ìåâî|Maewo|Maewo|Âàíóàòó|Âàíóàòó|-14.997222|-14.997222|168.081111|168.081111
MWG|MWG|Ìàðàâàêà|Ìàðàâàêà|Marawaka|Marawaka|Ìàðàâàêà|Ìàðàâàêà|Marawaka|Marawaka|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.967|-6.967|145.883|145.883
MWH|MWH|||Grant County|Grant County|Ìîçåñ Ëåéê|Ìîçåñ Ëåéê|Moses Lake|Moses Lake|ÑØÀ|ÑØÀ|47.208583|47.208583|-119.319139|-119.319139
MWI|MWI|Ìàðàìóíè|Ìàðàìóíè|Maramuni|Maramuni|Ìàðàìóíè|Ìàðàìóíè|Maramuni|Maramuni|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-5.117|-5.117|143.483|143.483
MWJ|MWJ|Ìàòòüþñ-Ðèäæ|Ìàòòüþñ-Ðèäæ|Matthews Ridge|Matthews Ridge|Ìàòòüþñ-Ðèäæ|Ìàòòüþñ-Ðèäæ|Matthews Ridge|Matthews Ridge|Ãàéàíà|Ãàéàíà|7.483|7.483|-60.183|-60.183
MWK|MWK|Ìàòàê|Ìàòàê|Matak|Matak|Ìàòàê|Ìàòàê|Matak|Matak|Èíäîíåçèÿ|Èíäîíåçèÿ|3.348119|3.348119|106.258050|106.258050
MWL|MWL|||Mineral Wells Arpt|Mineral Wells Arpt|||Mineral Wells|Mineral Wells|ÑØÀ|ÑØÀ|32.781605|32.781605|-98.060175|-98.060175
MWM|MWM|||Windom Municipal|Windom Municipal|||Windom, MN|Windom, MN|ÑØÀ|ÑØÀ|43.913402|43.913402|-95.109408|-95.109408
MWN|MWN|Ìâàäóé|Ìâàäóé|Mwadui|Mwadui|Ìâàäóé|Ìâàäóé|Mwadui|Mwadui|Òàíçàíèÿ|Òàíçàíèÿ|-3.500|-3.500|33.617|33.617
MWO|MWO|||Hook Field|Hook Field|||Middletown, Ohio|Middletown, Ohio|ÑØÀ|ÑØÀ|39.531806|39.531806|-84.396444|-84.396444
MWP|MWP|Ìàóíòèí|Ìàóíòèí|Mountain|Mountain|Ìàóíòèí|Ìàóíòèí|Mountain|Mountain|Íåïàë|Íåïàë|28.000|28.000|85.333|85.333
MWQ|MWQ|Ìàãóý|Ìàãóý|Magwe|Magwe|Ìàãóý|Ìàãóý|Magwe|Magwe|Ìüÿíìà|Ìüÿíìà|20.165453|20.165453|94.941185|94.941185
MWR|MWR|||Motswari Airfield|Motswari Airfield|||Motswari|Motswari|ÞÀÐ|ÞÀÐ|0|0|0|0
MWS|MWS|||Mount Wilson|Mount Wilson|||Mount Wilson|Mount Wilson|Âåëèêîáðèòàíèÿ|Âåëèêîáðèòàíèÿ|51.916666666667|51.916666666667|-2.8666666666667|-2.8666666666667
MWT|MWT|||Moolawatana|Moolawatana|||Moolawatana|Moolawatana|Àâñòðàëèÿ|Àâñòðàëèÿ|-29.907222|-29.907222|139.766111|139.766111
